age_group,year,sex,race_eth,deaths,crude.rate,cod
25-29 years,2016,Female,Black or African American,78,77.5,all_cause
25-29 years,2016,Female,White,241,46.8,all_cause
25-29 years,2016,Male,Black or African American,243,224.0,all_cause
25-29 years,2016,Male,White,712,128.5,all_cause
25-29 years,2017,Female,Black or African American,82,79.6,all_cause
25-29 years,2017,Female,White,243,47.7,all_cause
25-29 years,2017,Male,Black or African American,191,169.2,all_cause
25-29 years,2017,Male,White,713,129.4,all_cause
30-34 years,1999,Female,Black or African American,102,107.9,all_cause
30-34 years,1999,Female,White,371,63.9,all_cause
30-34 years,1999,Male,Black or African American,202,214.7,all_cause
30-34 years,1999,Male,White,802,132.3,all_cause
30-34 years,2000,Female,Black or African American,89,97.0,all_cause
30-34 years,2000,Female,White,334,59.3,all_cause
30-34 years,2000,Male,Black or African American,231,253.2,all_cause
30-34 years,2000,Male,White,773,130.9,all_cause
30-34 years,2001,Female,Black or African American,111,122.7,all_cause
30-34 years,2001,Female,White,358,64.2,all_cause
30-34 years,2001,Male,Black or African American,234,260.5,all_cause
30-34 years,2001,Male,White,747,127.5,all_cause
30-34 years,2002,Female,Black or African American,140,158.4,all_cause
30-34 years,2002,Female,White,378,69.8,all_cause
30-34 years,2002,Male,Black or African American,257,291.8,all_cause
30-34 years,2002,Male,White,706,123.7,all_cause
30-34 years,2003,Female,Black or African American,109,126.8,all_cause
30-34 years,2003,Female,White,341,65.4,all_cause
30-34 years,2003,Male,Black or African American,223,261.4,all_cause
30-34 years,2003,Male,White,707,128.9,all_cause
30-34 years,2004,Female,Black or African American,116,139.7,all_cause
30-34 years,2004,Female,White,333,67.4,all_cause
30-34 years,2004,Male,Black or African American,249,301.9,all_cause
30-34 years,2004,Male,White,631,120.7,all_cause
30-34 years,2005,Female,Black or African American,91,116.2,all_cause
30-34 years,2005,Female,White,285,61.9,all_cause
30-34 years,2005,Male,Black or African American,235,300.4,all_cause
30-34 years,2005,Male,White,596,121.6,all_cause
30-34 years,2006,Female,Black or African American,90,120.1,all_cause
30-34 years,2006,Female,White,273,63.2,all_cause
30-34 years,2006,Male,Black or African American,201,267.1,all_cause
30-34 years,2006,Male,White,574,123.7,all_cause
30-34 years,2007,Female,Black or African American,98,132.8,all_cause
30-34 years,2007,Female,White,260,61.7,all_cause
30-34 years,2007,Male,Black or African American,227,306.1,all_cause
30-34 years,2007,Male,White,555,122.6,all_cause
30-34 years,2008,Female,Black or African American,94,127.6,all_cause
30-34 years,2008,Female,White,261,62.1,all_cause
30-34 years,2008,Male,Black or African American,189,253.6,all_cause
30-34 years,2008,Male,White,548,121.1,all_cause
30-34 years,2009,Female,Black or African American,87,115.6,all_cause
30-34 years,2009,Female,White,277,64.5,all_cause
30-34 years,2009,Male,Black or African American,180,236.9,all_cause
30-34 years,2009,Male,White,609,132.2,all_cause
30-34 years,2010,Female,Black or African American,85,111.0,all_cause
30-34 years,2010,Female,White,259,59.1,all_cause
30-34 years,2010,Male,Black or African American,165,212.6,all_cause
30-34 years,2010,Male,White,561,120.0,all_cause
30-34 years,2011,Female,Black or African American,93,119.1,all_cause
30-34 years,2011,Female,White,275,60.9,all_cause
30-34 years,2011,Male,Black or African American,184,229.9,all_cause
30-34 years,2011,Male,White,628,130.1,all_cause
30-34 years,2012,Female,Black or African American,91,114.6,all_cause
30-34 years,2012,Female,White,285,61.6,all_cause
30-34 years,2012,Male,Black or African American,196,239.5,all_cause
30-34 years,2012,Male,White,596,120.2,all_cause
30-34 years,2013,Female,Black or African American,90,112.1,all_cause
30-34 years,2013,Female,White,264,55.8,all_cause
30-34 years,2013,Male,Black or African American,211,253.2,all_cause
30-34 years,2013,Male,White,680,133.6,all_cause
30-34 years,2014,Female,Black or African American,83,102.0,all_cause
30-34 years,2014,Female,White,317,65.9,all_cause
30-34 years,2014,Male,Black or African American,201,235.5,all_cause
30-34 years,2014,Male,White,678,131.1,all_cause
30-34 years,2015,Female,Black or African American,95,115.4,all_cause
30-34 years,2015,Female,White,302,62.2,all_cause
30-34 years,2015,Male,Black or African American,196,225.2,all_cause
30-34 years,2015,Male,White,691,132.4,all_cause
30-34 years,2016,Female,Black or African American,110,131.8,all_cause
30-34 years,2016,Female,White,354,72.7,all_cause
30-34 years,2016,Male,Black or African American,240,272.3,all_cause
30-34 years,2016,Male,White,731,139.0,all_cause
30-34 years,2017,Female,Black or African American,90,105.7,all_cause
30-34 years,2017,Female,White,321,65.6,all_cause
30-34 years,2017,Male,Black or African American,217,237.4,all_cause
30-34 years,2017,Male,White,727,137.0,all_cause
35-39 years,1999,Female,Black or African American,213,206.4,all_cause
35-39 years,1999,Female,White,685,98.9,all_cause
35-39 years,1999,Male,Black or African American,305,299.4,all_cause
35-39 years,1999,Male,White,1334,185.0,all_cause
35-39 years,2000,Female,Black or African American,186,182.1,all_cause
35-39 years,2000,Female,White,655,97.2,all_cause
35-39 years,2000,Male,Black or African American,307,304.6,all_cause
35-39 years,2000,Male,White,1280,182.7,all_cause
35-39 years,2001,Female,Black or African American,189,190.1,all_cause
35-39 years,2001,Female,White,689,107.8,all_cause
35-39 years,2001,Male,Black or African American,306,311.8,all_cause
35-39 years,2001,Male,White,1225,183.4,all_cause
35-39 years,2002,Female,Black or African American,194,201.6,all_cause
35-39 years,2002,Female,White,623,102.3,all_cause
35-39 years,2002,Male,Black or African American,357,376.7,all_cause
35-39 years,2002,Male,White,1188,186.5,all_cause
35-39 years,2003,Female,Black or African American,173,186.0,all_cause
35-39 years,2003,Female,White,630,108.4,all_cause
35-39 years,2003,Male,Black or African American,312,340.3,all_cause
35-39 years,2003,Male,White,1184,194.8,all_cause
35-39 years,2004,Female,Black or African American,171,190.4,all_cause
35-39 years,2004,Female,White,571,102.5,all_cause
35-39 years,2004,Male,Black or African American,292,329.7,all_cause
35-39 years,2004,Male,White,1064,182.4,all_cause
35-39 years,2005,Female,Black or African American,192,218.0,all_cause
35-39 years,2005,Female,White,520,96.0,all_cause
35-39 years,2005,Male,Black or African American,301,346.4,all_cause
35-39 years,2005,Male,White,963,169.4,all_cause
35-39 years,2006,Female,Black or African American,157,180.9,all_cause
35-39 years,2006,Female,White,554,104.2,all_cause
35-39 years,2006,Male,Black or African American,281,328.8,all_cause
35-39 years,2006,Male,White,981,176.0,all_cause
35-39 years,2007,Female,Black or African American,154,182.7,all_cause
35-39 years,2007,Female,White,494,96.4,all_cause
35-39 years,2007,Male,Black or African American,266,318.7,all_cause
35-39 years,2007,Male,White,926,171.8,all_cause
35-39 years,2008,Female,Black or African American,128,156.7,all_cause
35-39 years,2008,Female,White,451,91.7,all_cause
35-39 years,2008,Male,Black or African American,223,274.5,all_cause
35-39 years,2008,Male,White,827,159.8,all_cause
35-39 years,2009,Female,Black or African American,110,139.1,all_cause
35-39 years,2009,Female,White,466,99.7,all_cause
35-39 years,2009,Male,Black or African American,197,250.1,all_cause
35-39 years,2009,Male,White,775,156.7,all_cause
35-39 years,2010,Female,Black or African American,120,157.7,all_cause
35-39 years,2010,Female,White,438,97.9,all_cause
35-39 years,2010,Male,Black or African American,180,237.5,all_cause
35-39 years,2010,Male,White,733,154.6,all_cause
35-39 years,2011,Female,Black or African American,124,169.9,all_cause
35-39 years,2011,Female,White,383,90.8,all_cause
35-39 years,2011,Male,Black or African American,181,248.5,all_cause
35-39 years,2011,Male,White,690,153.7,all_cause
35-39 years,2012,Female,Black or African American,112,153.8,all_cause
35-39 years,2012,Female,White,370,88.6,all_cause
35-39 years,2012,Male,Black or African American,189,260.9,all_cause
35-39 years,2012,Male,White,714,160.3,all_cause
35-39 years,2013,Female,Black or African American,122,166.1,all_cause
35-39 years,2013,Female,White,376,89.3,all_cause
35-39 years,2013,Male,Black or African American,204,279.1,all_cause
35-39 years,2013,Male,White,701,155.9,all_cause
35-39 years,2014,Female,Black or African American,132,176.1,all_cause
35-39 years,2014,Female,White,404,94.4,all_cause
35-39 years,2014,Male,Black or African American,203,269.9,all_cause
35-39 years,2014,Male,White,686,150.4,all_cause
35-39 years,2015,Female,Black or African American,137,178.6,all_cause
35-39 years,2015,Female,White,386,88.3,all_cause
35-39 years,2015,Male,Black or African American,238,305.3,all_cause
35-39 years,2015,Male,White,835,178.4,all_cause
35-39 years,2016,Female,Black or African American,116,149.4,all_cause
35-39 years,2016,Female,White,419,93.7,all_cause
35-39 years,2016,Male,Black or African American,237,299.8,all_cause
35-39 years,2016,Male,White,828,172.6,all_cause
35-39 years,2017,Female,Black or African American,129,163.3,all_cause
35-39 years,2017,Female,White,453,99.6,all_cause
35-39 years,2017,Male,Black or African American,265,324.8,all_cause
35-39 years,2017,Male,White,832,169.5,all_cause
40-44 years,1999,Female,Black or African American,305,324.6,all_cause
40-44 years,1999,Female,White,1081,154.9,all_cause
40-44 years,1999,Male,Black or African American,467,509.0,all_cause
40-44 years,1999,Male,White,1991,276.1,all_cause
40-44 years,2000,Female,Black or African American,319,332.8,all_cause
40-44 years,2000,Female,White,1144,163.7,all_cause
40-44 years,2000,Male,Black or African American,472,502.4,all_cause
40-44 years,2000,Male,White,1971,272.2,all_cause
40-44 years,2001,Female,Black or African American,296,302.1,all_cause
40-44 years,2001,Female,White,1114,159.4,all_cause
40-44 years,2001,Male,Black or African American,456,475.2,all_cause
40-44 years,2001,Male,White,2018,278.4,all_cause
40-44 years,2002,Female,Black or African American,310,314.1,all_cause
40-44 years,2002,Female,White,1156,167.5,all_cause
40-44 years,2002,Male,Black or African American,439,453.0,all_cause
40-44 years,2002,Male,White,1998,279.0,all_cause
40-44 years,2003,Female,Black or African American,302,305.2,all_cause
40-44 years,2003,Female,White,1138,167.6,all_cause
40-44 years,2003,Male,Black or African American,460,473.7,all_cause
40-44 years,2003,Male,White,1954,277.7,all_cause
40-44 years,2004,Female,Black or African American,304,307.8,all_cause
40-44 years,2004,Female,White,1094,164.1,all_cause
40-44 years,2004,Male,Black or African American,386,398.0,all_cause
40-44 years,2004,Male,White,1927,279.2,all_cause
40-44 years,2005,Female,Black or African American,297,306.4,all_cause
40-44 years,2005,Female,White,1021,159.0,all_cause
40-44 years,2005,Male,Black or African American,432,452.2,all_cause
40-44 years,2005,Male,White,1824,275.1,all_cause
40-44 years,2006,Female,Black or African American,247,261.8,all_cause
40-44 years,2006,Female,White,967,159.3,all_cause
40-44 years,2006,Male,Black or African American,402,431.1,all_cause
40-44 years,2006,Male,White,1684,267.8,all_cause
40-44 years,2007,Female,Black or African American,223,245.4,all_cause
40-44 years,2007,Female,White,924,160.9,all_cause
40-44 years,2007,Male,Black or African American,358,397.7,all_cause
40-44 years,2007,Male,White,1500,252.1,all_cause
40-44 years,2008,Female,Black or African American,221,251.6,all_cause
40-44 years,2008,Female,White,818,149.9,all_cause
40-44 years,2008,Male,Black or African American,347,397.0,all_cause
40-44 years,2008,Male,White,1383,243.8,all_cause
40-44 years,2009,Female,Black or African American,232,273.0,all_cause
40-44 years,2009,Female,White,858,164.1,all_cause
40-44 years,2009,Male,Black or African American,302,357.0,all_cause
40-44 years,2009,Male,White,1378,253.4,all_cause
40-44 years,2010,Female,Black or African American,225,267.6,all_cause
40-44 years,2010,Female,White,742,144.5,all_cause
40-44 years,2010,Male,Black or African American,292,348.5,all_cause
40-44 years,2010,Male,White,1200,224.1,all_cause
40-44 years,2011,Female,Black or African American,204,245.5,all_cause
40-44 years,2011,Female,White,743,146.2,all_cause
40-44 years,2011,Male,Black or African American,296,357.1,all_cause
40-44 years,2011,Male,White,1241,234.0,all_cause
40-44 years,2012,Female,Black or African American,200,245.8,all_cause
40-44 years,2012,Female,White,703,141.5,all_cause
40-44 years,2012,Male,Black or African American,260,318.9,all_cause
40-44 years,2012,Male,White,1141,219.5,all_cause
40-44 years,2013,Female,Black or African American,190,240.2,all_cause
40-44 years,2013,Female,White,643,134.0,all_cause
40-44 years,2013,Male,Black or African American,277,352.8,all_cause
40-44 years,2013,Male,White,1172,232.8,all_cause
40-44 years,2014,Female,Black or African American,193,250.5,all_cause
40-44 years,2014,Female,White,625,136.4,all_cause
40-44 years,2014,Male,Black or African American,256,332.4,all_cause
40-44 years,2014,Male,White,1037,214.3,all_cause
40-44 years,2015,Female,Black or African American,189,254.2,all_cause
40-44 years,2015,Female,White,599,137.3,all_cause
40-44 years,2015,Male,Black or African American,274,369.2,all_cause
40-44 years,2015,Male,White,1058,228.9,all_cause
40-44 years,2016,Female,Black or African American,193,268.4,all_cause
40-44 years,2016,Female,White,562,134.8,all_cause
40-44 years,2016,Male,Black or African American,275,382.5,all_cause
40-44 years,2016,Male,White,958,216.4,all_cause
40-44 years,2017,Female,Black or African American,178,248.8,all_cause
40-44 years,2017,Female,White,581,141.6,all_cause
40-44 years,2017,Male,Black or African American,252,350.0,all_cause
40-44 years,2017,Male,White,969,221.3,all_cause
45-49 years,1999,Female,Black or African American,398,513.8,all_cause
45-49 years,1999,Female,White,1644,252.3,all_cause
45-49 years,1999,Male,Black or African American,596,824.0,all_cause
45-49 years,1999,Male,White,2831,431.6,all_cause
45-49 years,2000,Female,Black or African American,403,506.1,all_cause
45-49 years,2000,Female,White,1518,229.4,all_cause
45-49 years,2000,Male,Black or African American,590,789.7,all_cause
45-49 years,2000,Male,White,2763,414.9,all_cause
45-49 years,2001,Female,Black or African American,446,544.6,all_cause
45-49 years,2001,Female,White,1605,239.9,all_cause
45-49 years,2001,Male,Black or African American,600,772.3,all_cause
45-49 years,2001,Male,White,2880,426.0,all_cause
45-49 years,2002,Female,Black or African American,459,540.8,all_cause
45-49 years,2002,Female,White,1709,252.5,all_cause
45-49 years,2002,Male,Black or African American,581,719.2,all_cause
45-49 years,2002,Male,White,2886,420.3,all_cause
45-49 years,2003,Female,Black or African American,460,526.9,all_cause
45-49 years,2003,Female,White,1723,253.4,all_cause
45-49 years,2003,Male,Black or African American,644,766.1,all_cause
45-49 years,2003,Male,White,2906,419.1,all_cause
45-49 years,2004,Female,Black or African American,470,525.6,all_cause
45-49 years,2004,Female,White,1720,254.9,all_cause
45-49 years,2004,Male,Black or African American,649,752.9,all_cause
45-49 years,2004,Male,White,2829,409.1,all_cause
45-49 years,2005,Female,Black or African American,448,488.2,all_cause
45-49 years,2005,Female,White,1673,249.4,all_cause
45-49 years,2005,Male,Black or African American,688,775.4,all_cause
45-49 years,2005,Male,White,2916,421.9,all_cause
45-49 years,2006,Female,Black or African American,447,480.2,all_cause
45-49 years,2006,Female,White,1695,254.6,all_cause
45-49 years,2006,Male,Black or African American,593,655.3,all_cause
